,1CO,GAL,ROM,2CO,PHM,PHP,TIT,COL,1TH,2TH,1TI,2TI,EPH,MRK,ACT,1PE,JHN,LUK,HEB,REV,MAT,JUD,JAS,2JN,1JN,3JN,2PE,Julian_Διονυσίῳ,Julian_φραγμεντυμ επιστολαε,Julian_Τῷ αὐτῷ,Julian_Ἀνεπίγραφος ὑπὲρ Ἀργείων,Julian_Σαραπίωνι τῷ λαμπροτάτῳ,Julian_Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι
MAT,-0.07957345872837596,0.02041863645143302,0.18477380540435243,0.20343487151549305,0.22198492153264163,0.31689978657426643,0.21409722358030694,0.36788166775883957,0.18936250742554897,-0.08120155205666352,0.09776682586539796,0.0013051961568646686,0.24002574474230176,0.19255994629037262,0.29002744003755554,0.23293812284921644,0.1145774655875859,0.2512541479416832,0.22601425583653928,0.2808995013751139,1.0,0.2000779987862827,0.1986905297939722,0.41202571862491133,0.07100815257979373,0.082008637510114,0.3169916600406708,0.11894428383875832,0.12672771436583863,0.2062789748690451,0.2683836739329612,0.1691516359888185,0.2824689271909464
JUD,0.1041312095794696,0.318106468306554,0.3578275366560575,0.1270236802487993,-0.036659907718908896,0.15681008561094062,0.2488456037899306,0.4419948830582937,0.26441838296576115,0.16973063172499797,0.003941072648920824,0.17793661018190035,0.1656079907615063,0.059398915020759224,0.26489884980184497,0.14755996654347867,0.23855245443386833,0.016360288708910764,0.3279365298667389,0.17612999611388788,0.2000779987862827,1.0,0.2472329243009589,0.3669114418260344,0.08738962354546943,0.4036570836512495,0.1259950847632221,0.16643961347663078,0.25982034550192123,0.4765817290511789,0.19438594301840936,0.19687520544469983,0.195765343776054
JAS,0.2041238467400833,0.3955948981356983,0.23822856661931915,0.43205024438431283,0.20821328810696116,0.2706428439550759,0.23515164848158332,0.37518148635127824,-0.1408247483491225,0.4973008130717324,0.04073374540678967,0.17932725410721692,0.16640880252052637,0.39882044306272546,-0.09801116142872468,0.1661867084333531,0.19633406345454313,0.37712534095582106,0.14529893045904846,0.3102699993883476,0.1986905297939722,0.2472329243009589,1.0,0.15620434355486074,0.3510802325215061,0.3965718177036305,0.17792486875585828,0.29957590202693263,0.1728500790575916,0.18161467274513554,0.06300774163024972,0.11413262991801679,0.15136285505916663
2JN,0.019941664417057664,0.05875599132148171,0.47172281664889715,0.02065892515556686,0.10900174967767917,0.3447978987900754,0.2021761627956252,0.16298792231042974,0.32098356323394533,0.14128151126417865,0.04319485401835352,0.25550256201621463,0.03726091869279349,0.19458572526456877,0.3961900419794653,0.15574596777613958,0.34573654862586134,-0.07302888734289453,0.4514995666292275,0.3612836343430028,0.41202571862491133,0.3669114418260344,0.15620434355486074,1.0,-0.008038846639514208,0.2541690241429183,0.2019445228386167,0.2651867423025491,0.06423902791555788,0.2319214806788856,0.27546894031835706,-0.1035794133109807,0.15287007426247196
1JN,0.18365553450045705,0.3278303241495925,0.21470202056304488,0.1521914889090086,0.0853852907132844,0.06477450240028892,0.1035215887391547,0.26131489607386993,-0.14368606778940318,0.3568839012181846,0.3541705096349852,0.3362710827723803,0.221451849528426,0.30521322684708696,-0.013838280384909668,0.2958542176142253,0.3980366989534688,0.32840463357633853,0.17715439998100496,0.29676153570182506,0.07100815257979373,0.08738962354546943,0.3510802325215061,-0.008038846639514208,1.0,0.23771014120577363,0.2965032072754208,0.3427392811113892,0.13104559234048802,0.27178730880321067,0.215166507520187,0.2136030066453233,0.4000713216596815
3JN,0.14191866288514077,0.28574697704895874,0.36948016850461873,0.1381906084964593,0.027491094962679097,0.05016015149986017,0.07433582043822917,0.4673110218167506,0.08300926245360035,0.2586962356600379,0.1273453127969828,0.06336526797941447,0.23682457878706045,0.3761515298888404,0.09811590685786736,-0.011187025280343127,0.30734700457817826,0.21890635296693847,0.23262396976187677,0.06600397596570831,0.082008637510114,0.4036570836512495,0.3965718177036305,0.2541690241429183,0.23771014120577363,1.0,0.4019285445407954,0.1979864432026686,0.27841443946391037,0.2558510447793085,0.09353181140040341,0.056338831962039954,0.32352393664649537
2PE,0.24978195369619088,0.04536089709359581,0.34842027995559166,0.12332745469366595,0.08895438966643311,0.060567881358318754,0.06660911961219884,0.11040444514273236,0.09605780935900923,0.1934760123948643,0.09705370688834149,-0.06163039449050289,0.20621545294511776,0.38514982607895104,0.20707326822403863,-0.027597821137308465,0.41609638293924484,0.28739177658955795,0.17315398317516817,0.1614151579094043,0.3169916600406708,0.1259950847632221,0.17792486875585828,0.2019445228386167,0.2965032072754208,0.4019285445407954,1.0,0.28784367784457326,0.12089105274375667,0.23451698973700677,0.03909037727845174,0.1331518948443594,0.32149831998289313
Julian_Διονυσίῳ,0.35582034842596655,0.20813300006479585,0.40051092521183085,0.023405663177891917,0.25604993202960064,0.2080305130898564,0.07367727543851277,-0.0323222765850609,-0.02508417053628262,0.3428852610197329,0.3543467825256779,0.2762914985086218,0.4156097861608171,0.20762581940518704,-0.009176277199240496,0.3947362125063655,0.5015477977224021,0.22403349809646272,0.27540446576165994,0.18154987485572505,0.11894428383875832,0.16643961347663078,0.29957590202693263,0.2651867423025491,0.3427392811113892,0.1979864432026686,0.28784367784457326,1.0,0.008409621554999802,0.476081182825305,0.21359916373145052,0.08154264521178768,0.034823720364819705
Julian_φραγμεντυμ επιστολαε,0.08574116096576172,0.46745055694234966,0.10322577569164969,0.052004460629336474,0.362881636451861,-0.035373543669476565,0.07540033027563059,0.47255248988903437,0.2557843926786304,0.1174739919002787,0.1399389778257526,0.2319346608344478,0.15882167935025504,0.010984392135065607,0.37576605806741437,0.13611223666255678,-0.018177933342212238,0.5116000841693518,0.3164732508774989,0.10861328362653863,0.12672771436583863,0.25982034550192123,0.1728500790575916,0.06423902791555788,0.13104559234048802,0.27841443946391037,0.12089105274375667,0.008409621554999802,1.0,0.2413212640019684,0.3410979511402642,0.4692180306675272,0.48357657871076454
Julian_Τῷ αὐτῷ,0.19010644021604892,0.20005361087605153,0.27457865725679387,-0.04899141782761479,0.006672953827646377,0.13252004578683996,0.12149494333508717,0.2505217990877209,0.08319075000593329,0.2222265760308201,0.1681353414113524,0.22576561466431555,0.34013720649105916,0.04212093188377122,0.13589993680216428,0.4189009161428404,0.3769482918365572,0.20226625518411542,0.31173965993147745,0.11794588421073789,0.2062789748690451,0.4765817290511789,0.18161467274513554,0.2319214806788856,0.27178730880321067,0.2558510447793085,0.23451698973700677,0.476081182825305,0.2413212640019684,1.0,0.37688253760726176,0.2760967896986806,0.1172288212499177
Julian_Ἀνεπίγραφος ὑπὲρ Ἀργείων,0.17347638438669538,0.2289402749030286,0.05522138333356613,-0.0843448095700508,0.14329967844706176,-0.025717240015680654,0.24060719751944634,0.26075636822588716,0.12836501962509023,0.2950540758751521,0.25587144656284333,0.5011054699445427,0.022094938733415614,0.02533038179396252,0.046516350090306524,0.2942369710271371,0.19488432931897126,0.3070493404965588,0.28565269332900645,0.028568594840405692,0.2683836739329612,0.19438594301840936,0.06300774163024972,0.27546894031835706,0.215166507520187,0.09353181140040341,0.03909037727845174,0.21359916373145052,0.3410979511402642,0.37688253760726176,1.0,0.2093045519510433,0.38370151436864597
Julian_Σαραπίωνι τῷ λαμπροτάτῳ,0.40507781550207705,0.30363594640554836,-0.1726286060313773,0.23345578164669573,0.4389482066637749,0.09262747966772568,0.22481981015058156,0.2824288738698064,0.12304692520152416,0.10130224884459316,0.311843820388642,0.02611689008249604,0.375573516559236,-0.08304251166001758,0.3262379960757519,0.26585633839426775,0.12414249038676811,0.38309786837997606,0.17240727068529915,0.00120847700557708,0.1691516359888185,0.19687520544469983,0.11413262991801679,-0.1035794133109807,0.2136030066453233,0.056338831962039954,0.1331518948443594,0.08154264521178768,0.4692180306675272,0.2760967896986806,0.2093045519510433,1.0,0.15367020473150556
Julian_Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι,-0.08706030975518458,0.42422961329906317,0.3074017587636097,0.08497650150765314,0.20598794467860834,-0.08727249244524243,0.11393441927913252,0.3986797720009765,0.11848623030669042,0.11969288606315111,0.22724918672840433,0.28131496938328715,0.02519233907027435,0.13483545664784952,0.24594789677315132,0.11070513101145833,0.14007153633937097,0.47543325703317396,0.3574933536130695,0.1788041732914428,0.2824689271909464,0.195765343776054,0.15136285505916663,0.15287007426247196,0.4000713216596815,0.32352393664649537,0.32149831998289313,0.034823720364819705,0.48357657871076454,0.1172288212499177,0.38370151436864597,0.15367020473150556,1.0
