,Διονυσίῳ,φραγμεντυμ επιστολαε,Τῷ αὐτῷ,Ἀνεπίγραφος ὑπὲρ Ἀργείων,Σαραπίωνι τῷ λαμπροτάτῳ,Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι,MRK,ACT,1PE,JHN,LUK,HEB,REV,MAT,JUD,JAS,2JN,1JN,3JN,2PE,1CO,GAL,ROM,2CO,PHM,PHP,TIT,COL,1TH,2TH,1TI,2TI,EPH
ROM,0.931561944410566,0.982344414206925,0.879337278169449,0.8891064675698162,0.9189899041429732,0.9109344037447753,0.9796672619136914,0.969465964146146,0.9675084783263955,0.96405435630676,0.9706876044333355,0.991542254468746,0.9517403883295994,0.9692524294756849,0.8131688963035911,0.9553412518252841,0.7471337502629515,0.9402468486013494,0.7504385616142842,0.8969337977357101,0.9638700308706624,0.955111929160911,1.0,0.9966201542451444,0.7739553673666255,0.9679802568194804,0.8402653210931585,0.9154279592258965,0.9231856432027549,0.8780010298795187,0.9599843944898064,0.9090781172105954,0.9374030484979509
2CO,0.9531294820315713,0.9930981944433815,0.9094593722685737,0.9178687099118199,0.9426630741785836,0.933732858057779,0.9809711506932464,0.9736591840685767,0.9819854240820981,0.9681265475667354,0.9743629400448476,0.9980545593073156,0.9630169664570069,0.9722509662838712,0.8443321353553573,0.9688183437979788,0.775392558580816,0.9559719704545028,0.775044178386014,0.9238831163404257,0.9742757171823394,0.9698949998595643,0.9966201542451444,1.0,0.8069136070488553,0.9724785989437346,0.8741519212114908,0.9408520860395296,0.9449691882194383,0.9030492680237999,0.9766584927053188,0.9365932935462671,0.9587671494064968
PHM,0.9031471205803713,0.8365805747076073,0.9604993133804752,0.9539990182407012,0.9131557665466022,0.9558928081419299,0.7977116536504649,0.7993661187556295,0.8924732149163901,0.8015850568741445,0.7977944269779607,0.8169933633437284,0.8251880212442052,0.7970253556445953,0.9959422960905673,0.8945520734121629,0.9917198383907613,0.8986475763844152,0.9828275319660725,0.9484695514752546,0.8289076317545141,0.8819014907529794,0.7739553673666255,0.8069136070488553,1.0,0.8134575859705617,0.9783514030803069,0.9182534123615479,0.9252476216477025,0.9699869345097817,0.8640325125560184,0.9311153180291555,0.8877564387366227
PHP,0.9077022183969967,0.9523329844072786,0.8888907524382951,0.8920190427531871,0.8964945688931346,0.9377784009260731,0.9155535729650262,0.9001819675323323,0.9577917992358448,0.8922247633077528,0.9013557025075782,0.9608711446766139,0.8881949153412214,0.8983618856428175,0.8448944431421707,0.9277610386659704,0.7811977484495477,0.9061703353139653,0.783603859971727,0.8933427541839478,0.9072079482436508,0.9199317610142642,0.9679802568194804,0.9724785989437346,0.8134575859705617,1.0,0.8660953866502284,0.8987174384337773,0.9046990289443042,0.8821650282313667,0.981186729610311,0.9071336198753585,0.908223877670623
TIT,0.9611327163254987,0.9068722850146235,0.9948733617955823,0.9909069533626469,0.9671291378444744,0.9796597887390822,0.8635888181871002,0.8680692598704037,0.9443694880891869,0.868790275583112,0.8664871203972371,0.8870363988186507,0.8954546776588672,0.8646569821253038,0.9902046394764066,0.9432127524750084,0.9500540226779214,0.9469826624983331,0.9352067562041656,0.9862035255979426,0.8993424195413409,0.9390892130210673,0.8402653210931585,0.8741519212114908,0.9783514030803069,0.8660953866502284,1.0,0.9717485072276295,0.9700780712644325,0.9858057884135542,0.9262980420754797,0.9822289340293152,0.9507914665108933
COL,0.9974953470433509,0.9696130806196923,0.9898954097114496,0.9938537038846718,0.9993188229611768,0.9705620243489401,0.9464005811200209,0.9527930572547267,0.9816593994981541,0.9523817543990953,0.9513376522442116,0.9548258595772988,0.9713382544504889,0.9495079662022604,0.944787231333999,0.9852003242351359,0.8843071745446976,0.9890219272168556,0.8709978197357996,0.9955675544005247,0.9727632215332637,0.9891065299254475,0.9154279592258965,0.9408520860395296,0.9182534123615479,0.8987174384337773,0.9717485072276295,1.0,0.9970743308431335,0.9788574746791004,0.9533301307524352,0.9973763026139284,0.9964824356124046
1TH,0.9964881869776347,0.969472480313725,0.9887349793704967,0.9931852317309131,0.9979036635642923,0.9769870280246693,0.9540254482347001,0.9575768883390634,0.9863342368598313,0.9581720670692727,0.9564408169885888,0.9566973656818342,0.971604996490518,0.9556079320444999,0.9514013612731884,0.9929222087645847,0.8991145391320873,0.9954099403569553,0.8900323073639832,0.99629649486654,0.9737096774109022,0.992945523560735,0.9231856432027549,0.9449691882194383,0.9252476216477025,0.9046990289443042,0.9700780712644325,0.9970743308431335,1.0,0.9870156007839251,0.9508983800060647,0.9935744496094436,0.9931053304335297
2TH,0.9729888893992129,0.9282190978528232,0.9912235897187184,0.9920421651076198,0.9781860990935449,0.9855273885084549,0.907583123859094,0.9088765264661007,0.9651100899869911,0.9107617883856799,0.9076207388741815,0.9132077539827264,0.92582522599098,0.9074089491000364,0.9853322918947226,0.9725421068817479,0.9544693092761023,0.9750882353779021,0.9476879032599254,0.9928550766605261,0.9288782355720143,0.9649946566160285,0.8780010298795187,0.9030492680237999,0.9699869345097817,0.8821650282313667,0.9858057884135542,0.9788574746791004,0.9870156007839251,1.0,0.9262555349725078,0.9808576998418186,0.9632850214702082
1TI,0.9579003463808574,0.9778271868582726,0.9451700488711742,0.9468139223673023,0.9499356836554201,0.9676323542595164,0.9337339952763773,0.9272941194880048,0.9824980484848627,0.9206351293715579,0.9274441254617649,0.9760782038104975,0.9294791979367759,0.9238200183304598,0.8952131073554181,0.9587123714806773,0.8229813400992333,0.944676423290491,0.816682973507511,0.9459552067961117,0.9440292090542564,0.957430270612784,0.9599843944898064,0.9766584927053188,0.8640325125560184,0.981186729610311,0.9262980420754797,0.9533301307524352,0.9508983800060647,0.9262555349725078,1.0,0.9622956956414722,0.9582284302397531
2TI,0.9941604033102004,0.9647031974028173,0.9950906636070589,0.9966475423316822,0.9953826322259437,0.9799773763594832,0.9320628617214812,0.9369520559541926,0.9811358970203518,0.9358731558863792,0.9355990765448977,0.9494658439270949,0.9566695082553706,0.9334005333720391,0.9561778338374157,0.9799599084625049,0.8954211115887073,0.9812902798683159,0.8816600179994136,0.996213022184373,0.9605990873392259,0.9820619383693607,0.9090781172105954,0.9365932935462671,0.9311153180291555,0.9071336198753585,0.9822289340293152,0.9973763026139284,0.9935744496094436,0.9808576998418186,0.9622956956414722,1.0,0.990721588519763
EPH,0.9975481835901415,0.9835422923213367,0.9758455712197771,0.9819004476029606,0.9968726029048468,0.9588990241987813,0.9660802067706024,0.9721210203372118,0.9853553276312794,0.9711108617922773,0.9709909462832008,0.9717974474133484,0.9861724175479102,0.9690694059239588,0.918582463835299,0.9880314592351352,0.8522534173144559,0.9909592713561051,0.8402012574240817,0.9852723924691215,0.9875505347023658,0.9944753254394999,0.9374030484979509,0.9587671494064968,0.8877564387366227,0.908223877670623,0.9507914665108933,0.9964824356124046,0.9931053304335297,0.9632850214702082,0.9582284302397531,0.990721588519763,1.0
