,Διονυσίῳ,φραγμεντυμ επιστολαε,Τῷ αὐτῷ,Ἀνεπίγραφος ὑπὲρ Ἀργείων,Σαραπίωνι τῷ λαμπροτάτῳ,Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι,MRK,ACT,1PE,JHN,LUK,HEB,REV,MAT,JUD,JAS,2JN,1JN,3JN,2PE,1CO,GAL,ROM,2CO,PHM,PHP,TIT,COL,1TH,2TH,1TI,2TI,EPH
ROM,0.915374211535178,0.9721610334987898,0.877372849750512,0.8796742032603995,0.8917411821756132,0.8998670899945805,0.9764262914933748,0.8944135405486395,0.9175581900255761,0.9255928293554445,0.8982291281235807,0.9752825066744046,0.9773128839636818,0.904071796733688,0.882595327383039,0.924574594243879,0.869568810161674,0.8962788064478228,0.8809789136712578,0.8674865328645526,0.9911692103081994,0.948422773083984,1.0,0.974872283513423,0.8590981656234269,0.9155611112195137,0.8705086263784553,0.8677621698298804,0.9106506300466775,0.8815877698108529,0.9065635749685829,0.902069493676681,0.8902380610930188
2CO,0.9500563190136578,0.9945916470132133,0.9427662224165068,0.9530816419572704,0.9526664475308185,0.9599769307071192,0.9091937955787209,0.7799244884643609,0.977230988454658,0.8192865377091181,0.7792220221097322,0.9937543400844387,0.9637148804214136,0.7880357237340337,0.9514739767606899,0.959792004093402,0.9396548976350461,0.9369983687249975,0.9498491730281479,0.9490955119897023,0.9611098673691233,0.9869262242814962,0.974872283513423,1.0,0.9491799767946266,0.9798142399876215,0.928329743279872,0.9510897625219065,0.978117270140666,0.9640435277118223,0.9555991097256277,0.9587469643221264,0.9639103099748096
PHM,0.8921647432575032,0.9439927087204656,0.9569338954092623,0.9817501909807448,0.9640433811709186,0.9417232561997185,0.7330472920365839,0.5779636338367974,0.9794408424454131,0.612013391368747,0.5605090170843263,0.9430384061824696,0.8484998535939672,0.5744051166608697,0.9570034510677382,0.9018473660857385,0.9429790128187496,0.8849252221740579,0.9410242908806131,0.9951819106710473,0.8274133615065092,0.9419919537088284,0.8590981656234269,0.9491799767946266,1.0,0.9769710601747866,0.8987393659318221,0.9929932181569274,0.9824084540735736,0.9975344217496912,0.9189872706462107,0.9344214234695182,0.9956743517062847
PHP,0.9667330451565858,0.9751979284640621,0.9695369002043654,0.9772252978260626,0.9707443172363145,0.9895021090038187,0.8258481487666874,0.6443757906460789,0.9898041010724004,0.7002639994596506,0.6472870522274984,0.9658848827143496,0.9322992972757214,0.6578833987164835,0.986192777709602,0.9726197563076413,0.980965763861242,0.9621017761065956,0.9866260361152145,0.9680006516457745,0.908565343005301,0.9905141249024827,0.9155611112195137,0.9798142399876215,0.9769710601747866,1.0,0.9667862564139578,0.9658910002914173,0.9995244387964555,0.9881319332941939,0.9806244978469365,0.9872513523772989,0.9734899675913801
TIT,0.9915621739628137,0.9244879086915496,0.9298106913371537,0.9161252962898373,0.9181820594801305,0.9915252242483928,0.8117303410171738,0.5764314303645741,0.9368089190927261,0.6651598150049491,0.6051094989725562,0.9005113601345397,0.9366493114134806,0.6124788545867134,0.9703434942571237,0.9902895058665708,0.9802440622192601,0.996542107649255,0.9921567847284057,0.8787760802135277,0.8969648139581439,0.9753104906868839,0.8705086263784553,0.928329743279872,0.8987393659318221,0.9667862564139578,1.0,0.8751657087464558,0.9604771072942687,0.9220252322023851,0.9957900805615788,0.9944549239930639,0.8834763561246677
COL,0.869280638360641,0.9361721939071772,0.9228414430992827,0.9575302513979307,0.9349385069106182,0.9210040778219534,0.7456833412199917,0.6028676642461716,0.9620970198071833,0.6317104309126472,0.5858821075512026,0.940091655496682,0.8426925984978457,0.5980808283554877,0.9268465064521042,0.8850311652157317,0.9100244220190916,0.8623739277463707,0.9232807824425262,0.9845058328879149,0.8323968039903787,0.9332430708400719,0.8677621698298804,0.9510897625219065,0.9929932181569274,0.9658910002914173,0.8751657087464558,1.0,0.9704888142162025,0.9924656039047826,0.8977245557520851,0.9142529715845817,0.9941656264825943
1TH,0.9603393098799853,0.9747540577320886,0.9735327710364343,0.9825047616620061,0.9752955142984736,0.986284481933294,0.815802805607605,0.6384311305248491,0.9924397187340378,0.6912035687631255,0.6380779851261802,0.9663497319794563,0.9241371118799601,0.6493621545211928,0.9868451925448783,0.9661286312828411,0.9803873939733244,0.9548652415786574,0.9830081557164807,0.9749518527197877,0.9001745191915487,0.9866422139865655,0.9106506300466775,0.978117270140666,0.9824084540735736,0.9995244387964555,0.9604771072942687,0.9704888142162025,1.0,0.9914498838916984,0.9755729266306898,0.9832183239075625,0.9788138532745498
2TH,0.9165190311138556,0.9562026550991469,0.9580618234711166,0.9800127517098405,0.9641098395511407,0.9588757928987004,0.7665859518754465,0.6019414613724144,0.984102559942634,0.6429929128986848,0.5915751542212085,0.9533059705822211,0.8773927219498464,0.6040513944689363,0.965443280761565,0.9266451536959024,0.9538009543861539,0.9105784308065439,0.9589180712814337,0.9896456441184148,0.8573498354946842,0.9612812086810991,0.8815877698108529,0.9640435277118223,0.9975344217496912,0.9881319332941939,0.9220252322023851,0.9924656039047826,0.9914498838916984,1.0,0.9400673142885473,0.9531830222785403,0.9938968569417069
1TI,0.9969397608924497,0.9551302786079527,0.9513641027672404,0.9400975863781719,0.9439874764234556,0.9973344614078137,0.846328863506108,0.6357538797546065,0.960591210648241,0.7127387681671448,0.656652668504233,0.9356740600429831,0.956300273832863,0.6648133301824668,0.9819989634897697,0.9966516417995059,0.9867120972100977,0.9959460539953483,0.9932202282058757,0.9062908938251595,0.9239296521853615,0.9897509206944611,0.9065635749685829,0.9555991097256277,0.9189872706462107,0.9806244978469365,0.9957900805615788,0.8977245557520851,0.9755729266306898,0.9400673142885473,1.0,0.9989821905292419,0.9109065125215289
2TI,0.9926111460671332,0.9569987916690591,0.957340726073649,0.9500189581281089,0.9508214411629934,0.9992059562732689,0.833091835254711,0.6221988810300904,0.9678256369287938,0.6969697019917993,0.640056830765213,0.9387296652297322,0.9480880345178886,0.6488489080485934,0.9864455460985662,0.9933682469237163,0.9899127848706586,0.9920860083722062,0.9964654882828053,0.9211074874100881,0.9152463103225241,0.9906884257700338,0.902069493676681,0.9587469643221264,0.9344214234695182,0.9872513523772989,0.9944549239930639,0.9142529715845817,0.9832183239075625,0.9531830222785403,0.9989821905292419,1.0,0.925220019412629
EPH,0.8871852567791132,0.9592452911673649,0.9529901047091418,0.9795995542070655,0.9645169354507995,0.9323109078700028,0.7724372313865779,0.6431448965963219,0.981285688548508,0.6679488682402227,0.6222469529667068,0.962681036290214,0.8651875826833376,0.6356792579102276,0.9473858677721327,0.8984620937005048,0.9295967543988757,0.8754834786359749,0.9274722834480122,0.9960536688629801,0.8535109963191327,0.9443532956216016,0.8902380610930188,0.9639103099748096,0.9956743517062847,0.9734899675913801,0.8834763561246677,0.9941656264825943,0.9788138532745498,0.9938968569417069,0.9109065125215289,0.925220019412629,1.0
